CODE|STR
K70.1|AGUDO Y SUBAGUDO ENDOCARDITIS
K71.0|FIEBRE/ENF REUMAT CARDIACA (NO MAPEA)
K71.8|ENFERMEDAD MITRAL(VALV.)(CRON.) REUMATICA
K71.21|VALVULOPATIA AORTICA REUMATICA
K71.6|ENFERMEDAD AORT. (VALV.) REUMATICA
K71.5|ENDOCARD. (AGUD.) (SUBA.) REUMATICA (CRON./AG.)
K71.3|CARDITIS REUMATICA AGUDA
K71.1|AORTICA, DOBLE LESION (REUMATICA)
K71.9|ESTENOSIS AORTICA REUMATICA
K71.10|ESTENOSIS ARTERIAS PRECEREBRA. REUMATICA
K71.11|ESTENOSIS MITRAL (REUMATICA)
K71.12|FIEBRE REUMATICA
F16.1|CONTRACTURA PARPADOS
F16.0|SIG/SIN DE LOS PARPADOS (NO MAPEA)
F16.6|PARPADO QUE PICA
F16.10|HERPES SIMPLE PARPADO
F17.0|SIG/SIN EN RELACION CON GAFAS (NO MAPEA)
F17.1|GAFAS QUEJAS
F18.2|SINTOMA, QUEJA, SIGNO LENTES DE CONTACTO NC
F18.1|CONTACTO, PROBLEMAS POR LENTES DE
F18.0|SIG/SIN RELACION LENTES CONTACTO (NO MAPEA)
F27.0|MIEDO A UNA ENFERMEDAD OCULAR (NO MAPEA)
F27.2|MIEDO (DE PADEC.) ENFERMEDAD OCULAR
F27.1|MIEDO (DE PADEC.) CEGUERA
F28.0|INCAP/MINUSVALIA DE OJO Y ANEJOS (NO MAPEA)
F29.1|ALERGIA OCULAR
F29.2|ICTERICIA CONJUNTIVAL NC
F29.3|SINTOMA, QUEJA, SIGNO OJO NC
F29.4|ANISOCORIA
F29.6|ALERGIA OCULAR Y NASAL
F30.1|EXAMEN OCULAR GENERAL
F39.6|TEST, PRUEBA, MET. DIAG. VISUAL AGUDEZA
D88.1|ABSCESO APENDICULAR
D88.3|APENDICITIS CRONICA, RECIDIVANTE
D88.4|APENDICECTOMIA
D88.2|APENDICITIS AGUDA
D89.0|HERNIA INGUINAL (NO MAPEA)
D89.4|HERNIA ENGONAL DIRECTA
D89.5|HERNIA ENGONAL INDIRECTA
D89.8|HERNIA INGUINAL BILATERAL
D89.7|HERNIORRAFIA
D90.1|HERNIA DIAFRAGMATICA NC
D90.2|HERNIA HIATO NC
D91.0|OTRAS HERNIAS ABDOMINALES (NO MAPEA)
D91.7|EVENTRACION ABDOMINAL
D91.6|HERNIA SUPRAUMBILICAL
D91.5|HERNIA PARED ABDOMINAL
D92.4|DIVERTICULOSIS DE COLON
D92.5|DIVERTICULOSIS DE SIGMA
D92.6|DIVERTICULITIS AGUDA
D92.2|DIVERTICULITIS INTESTINAL
D92.3|DIVERTICULOSI INTESTINAL
D93.2|COLON ESPASTICO
D93.1|COLITIS MUCOSA (COLON IRRIT.)
D93.3|ESPASMO ANAL (COLON IRRITAB.)
D94.5|PROTOCOLITIS IDIOPATICA
D94.4|ENTERITIS ULCERATIVA
D94.3|ENTERITIS REGIONAL (CRON./ULC.)
D94.6|ENTERITIS CRONICA/COLITIS ULCEROSA/CROHN
D95.2|ABSCESO PERIANAL
D95.1|ABSCESO ANORRECTAL
D95.7|FISURA ANAL/ABCESO PERIANAL (EXC. QUISTE PILONIDAL S85)
D95.4|FISTULA RECTAL
D96.0|OXIUROS/ASCARIS/OTROS PARASITOS (NO MAPEA)
D96.2|INFESTACION POR OXIUROS, OXIURIASIS, ENTEROBIUS VERMICULARIS
D96.3|INFESTACION POR ASCARIS, ASCARIDIASIS
D96.6|HELMINTIASIS INTESTINAL
D96.8|TREMATODIASIS
D96.10|HIDATIDOSIS LOCALIZADA
D96.12|EQUINOCOCOSIS
D96.14|ENTEROBIASIS
D96.16|TRIQUINOSIS
D96.18|INFECCION, CESTODOS NC
D97.0|ENFERMEDADES HEPATICAS NE (NO MAPEA)
D97.20|HEPATITIS
D97.2|CIRROSIS HEPATICA
D97.4|ENFERMEDAD HEPATICA NC
D97.5|HEPATITIS AGUDA
D97.8|ESTEATOSIS HEPATICA (HIGADO GRASO)
D97.9|CIRROSIS BILIAR
D97.13|QUISTE HEPATICO
D97.16|HEPATOPATIA CRONICA
D97.18|HEPATITIS CRONICA
D97.19|HEPATITIS AUTOINMUNE
D98.3|COLANGITIS
D98.4|COLECISTITIS
D98.0|COLECISTITIS/COLELITIASIS (NO MAPEA)
D11.9|DIARREA CRONICA INESPECIFICA
D11.10|DIARREA CRONICA INESPECIFICA (NIÐO)
D11.12|HECES BLANDAS 
D11.13|RECIEN NACIDO VIVO DIARREA
D11.1|DIARREA, NC
D11.2|HECES ACUOSAS (DIARREA)
D11.3|HECES FRECUENTES (DIARREA)
D11.4|DIARREA AGUDA
D11.5|DIARREA PROLONGADA
D11.7|DIARREA Y VOMITOS
D12.0|ESTREÑIMIENTO (NO MAPEA)
D12.2|ESTREÑIMIENTO SUBJETIVO
D13.0|ICTERICIA (NO MAPEA)
D13.1|CAMBIO (EN) (DE) PIEL, NC COLOR ICTERICO
D13.3|ICTERICIA NEONATAL
D13.2|SUBICTERICIA
D14.1|HEMATEMESIS
D14.2|HEMORRAGIA DIGESTIVA ALTA
D15.0|MELENA (NO MAPEA)
D15.4|HEMORRAGIA DIGESTIVA BAJA
D15.3|HEMORRA., SANGR. NC INTESTINO
D16.1|HECES SANGRE/RECTORRAGIA (EXC. HEMORROIDES)
D16.2|HEMORRA., SANGR. NC ANAL/RECTAL (EXC. HEMORROIDES)
D16.4|HEMATOQUEZIA
D16.7|HEMORRAGIA RECTAL O ANAL (EXC MELENA)
D16.8|SANGRE FRESCA EN HECES
D16.9|HECES SANGRE
D16.5|HEMORRAGIA RECTAL Y ANAL, RECTORRAGIA
D17.5|INCONTINENCIA MIXTA
D72.10|PORTADOR CRONIC VHC
D72.11|HEPATITIS B CRONICA
D72.13|HEPATITIS B Y C
D72.14|HEPATITIS B CURADA
D73.2|COLITIS INFECCIOSA INESPECIFICA
D73.18|INFECCION, APARATO DIGESTIVO NC, PRESUM.
D73.14|DIARREA/VOMITO DE POSIBLE CAUSA INFECCIOSA
D73.1|ALIMENTO CONTAMINADO (INFECC.)
D74.1|NEOPLASIA MALIGNA ESTOMAGO
D75.0|NEOPLASIAS MALIGNAS DE COLON/RECTO (NO MAPEA)
D75.6|NEOPLASIA MALIGNA SIGMA 
D75.4|NEOPLASIA MALIGNA RECTO
D75.3|NEOPLASIA MALIGNA INTESTINO DELGADO GRUESO
K73.8|TETRALOGIA DE FALLOT
K73.13|COMUNICACIO INTERAURICULAR CONGENITA
K73.5|CONGENITA, ANOM. VASOS
K73.3|CONDUCTO ARTER. PERSIST.
K74.10|ANGINA VASOESPASTICA
K74.12|ANGOR HEMODINAMICO
K74.13|AMENAZA INFARTO
K74.14|INTERMEDIO, SIND. CORO.
K74.15|SUBAGUDA, ENF. ISQ. CARD.
K74.16|INFARTO INMINENTE
K74.1|ANGINA DE PECHO
K74.0|ISQUEMIA CARDIACA CON ANGINA (NO MAPEA)
K74.9|ANGOR
K74.8|ANGOR DE ESFUERZO
K74.7|ISQUEMIA MIOCARDICA CRONICA ( ANGOR)
K74.6|ANGOR ESTABLE
F39.4|INTRAOCULAR, PRESION
F39.2|COLOR, VISION DEL PRUEBAS DE
F39.1|ACROMATOPSIA, PRUEBA PARA LA
F51.1|ASPIRACION (TERAPE.) OJO
D20.25|SECO, SEQUEDAD LABIOS
D20.28|ULCERA, ULCERACION LABIOS
D20.30|LESION LABIO NC
D20.32|BOCA SEPTICA
D20.33|GLOSODINIA
D20.35|LLENGUA SABURRAL
D20.2|ANORMAL COLOR LABIOS
D21.4|SENSACION ATRAGANTAMIENTO
D21.2|DEGLUCION DIFICULTAD PARA LA
D21.3|INCAPACIDAD DEGLUTIR
D21.0|PROBLEMAS DE LA DEGLUCION (NO MAPEA)
D23.0|AUMENTO, AUMENTADO. HIGADO (NO MAPEA)
D23.2|HEPATOMEGALIA
D23.1|AUMENTO, AUMENTADO. HIGADO
D24.1|ABDOMEN MASA
D24.2|TUMORACIO ABDOMINAL NC
D25.2|CAMBIO (EN) (DE) PERIMETRO ABDOMINAL
D25.0|DISTENSION ABDOMINAL (NO MAPEA)
D25.4|INFLAMACION, ABDOMEN (DISTENSION) NC
D25.3|INCREMENTO PERIMETRO ABDOMINAL
D26.0|MIEDO CANCER APARATO DIGESTIVO (NO MAPEA)
D27.1|MIEDO (DE PADEC.) CALCULOS BILIARES
D27.5|MIEDO (DE PADEC.) HERNIA
B82.1|ANEMIA APLASICA
B82.12|ANEMIA HEMOLITICA AUTOINMUNE 
B83.12|PURPURA TROMBOPENIA IDIOPATICA
B83.1|ANORMAL PLAQUETAS
B83.2|COAGULACION DEFECTO, ALTER. DE LA
B83.6|PURPURA FULMINANTE
B83.8|TROMBOCITOSIS
B83.10|ENFERMEDAD DE VON-VILLEBRAND
B83.0|PURPURA/ALTERAC COAGULACION (NO MAPEA)
B84.3|ANORMAL LINFOCITOS
B84.4|EOSINOFILIA NC
B84.5|LEUCOCITOSI
B84.6|LEUCOPENIA
B84.9|NEUTROPENIA
B84.1|AGRANULOCITOSIS
B84.7|LIMFOCITOSI
B84.8|LIMFOPENIA
B87.1|ANORMAL BAZO (ESPLENOMEGALIA)
B90.1|ADQUIRIDA, SINDROME DE INMUNODEFICIENCIA
B90.0|INFECCION POR VIH, SIDA (NO MAPEA)
B99.0|OTR ENF HEMAT/LINF/INMUNOLOGICAS (NO MAPEA)
B99.8|GAMMAPATIA MONOCLONAL
B99.1|ENFERMEDAD BAZO, NC
B99.10|SARCOIDOSIS
B99.9|ANORMAL HEMATOLOGICA NC
A76.0|OTRAS ENF VIRALES CON EXANTEMA (NO MAPEA)
A76.3|PIREXIA (ORIG. DESCONOC.) CON EXANTEM. (INF. VIR.)
A77.0|OTRAS ENFERMEDADES VIRALES NE (NO MAPEA)
A77.1|DENGUE
A77.9|INFECCION POR CITOMEGALOVIRUS
A77.7|RABIA
A77.6|ORNITOSIS
A77.2|ENFERMEDAD COXSACKIE NC
A78.16|TULAREMIA
A78.19|MICOSIS BUCAL
A78.21|MICOSIS OROFARINGEA
A78.23|SEPSIS NEONATAL
D82.7|GINGIVITIS
D82.8|PERIODONTITIS
D82.11|MALPOSICION DENTAL
D82.13|RAIZ DENTAL RETENIDA
D82.33|OTRAS ALTERACIONES DE DIENTES Y ESTRUCTURAS DE SOSTEN
D82.19|INFECCION DENTAL
D82.20|TRAST ERUPCION DIENTE (INC INCLUIDO IMPACTAD ERUPCION TARDIA
D83.0|ENF DE LA BOCA/LENGUA/LABIOS (NO MAPEA)
D83.5|ENFERMEDAD LENGUA NC
D83.8|GLOSITIS
D83.10|QUEILITIS ANGULAR
D83.11|QUISTE GLANDULAS SALIVARES
D83.13|ULCERA, ULCERACION BOCA
D83.15|FRENILLO LINGUAL / LABIAL
D83.16|QUEILITIS
D83.18|ESTOMATITIS
D83.23|GINGIVOESTOMATITIS
D83.24|PAROTIDITIS NO EPIDEMICA
D83.26|GINGIVITIS HERPETICA
D83.28|MUCOCELE, BOCA 
D83.29|ANGINA DE VINCENT
D84.0|ENFERMEDADES DEL ESOFAGO (NO MAPEA)
D84.14|ESOFAGITIS EOSINOFILICA
D84.2|CARDIOESPASMO (CARDIAS)
D84.3|DIVERTICULITIS, DIVERTICULOSIS, DIVERTICULO ESOFAGO
D84.4|ENFERMEDAD ESOFAGO NC
D84.7|MALLORY-WEISS, SIND. DE
D84.9|ULCERA, ULCERACION ESOFAGO
D84.10|ESOFAGITIS POR CAUSTICOS
D84.11|DIVERTICULO ESOFAGO
D84.12|ESOFAGO DE BARRET
D84.1|ACALASIA, ESOFAGO
D85.0|ULCERA DUODENAL (NO MAPEA)
D85.2|ULCUS BULBAR
D85.1|DUODENAL, ULCERA
D86.1|ESTOMAGO ULCERA DE
D86.5|ULCERA, ULCERACION PEPTICA
D86.3|ULCERA, ULCERACION GASTROYEYUNAL
D86.2|ULCERA, ULCERACION ESTOMAGO PERFORADA
D87.12|GASTRITIS EROSIVA
D87.15|GASTRITIS Y DUODENITIS (EXC. INFECCIOSAS D70, D73)
D87.16|GASTRITIS O DUODENITIS
D87.17|GASTRITIS ANTRAL
D87.19|DUODENITIS EROSIVA
D87.20|GASTRITIS CRONICA SUPERFICIAL
D87.22|GASTRITIS CRONICA
D87.23|GASTRITIS CRONICA SIN HEMORRAGIA
D87.26|GASTRITIS Y DUODENITIS
D87.1|ALTERACION ESTOMAGO, FUNCION DEL
D87.5|GASTRITIS
D87.6|GASTRITIS AGUDA
D87.8|GASTRITIS REGIONAL
D88.0|APENDICITIS (NO MAPEA)
K74.4|INESTABLE, ANGINA
K74.11|ISQUEMIA CARDIACA CON ANGINA (INC. INFARTO IAM ANTIGUO) 
K75.1|INFARTO AGUDO DE MIOCARDIO
K75.5|TAPONAMIENTO CARDIACO (POR ROTURA) (POSTINFARTO)
K75.7|CARDIOPATIA ISQUEMICA (INFARTO)
K75.0|INFARTO AGUDO DE MIOCARDIO (NO MAPEA)
K76.11|TROMBOSIS CORONARIA (ARTERIAS)
K76.9|CARDIOPATIA ISQUEMICA SIN ANGINA
K76.8|CARDIOPATIA ISQUEMICA NC
K76.1|ANEURISMA CORONARIO NC
K76.5|INFARTO DE MIOCARDIO, ANTIGUO
K76.4|ENFERMEDAD CARDIACA ISQUEMICA (CRONICA) NC
K76.0|ISQUEMIA CARDIACA SIN ANGINA (NO MAPEA)
K76.6|INFARTO DE MIOCARDIO, CICATRIZADO
K77.11|INSUFICIENCIA CARDIACA DIASTOLICA
K77.10|EDEMA PULMONAR
K77.9|INSUFICIENCIA CARDIACA LEVE
K77.6|EDEMA PULMONAR (AGUDO)
K77.5|DERECHO INSUFICIENCIA CARDIAC.
K77.1|AGUDO Y SUBAGUDO EDEMA PULMONAR
K77.0|INSUFICIENCIA CARDIACA (NO MAPEA)
K78.4|FIBRILOFLUTTER AURICULAR
K78.5|AC X FA PAROXISTICA
F73.25|UVEITIS ANTERIOR
F74.2|NEOPLASIA MALIGNA OJO
F74.0|NEOPLASIAS DE OJOS/ANEJOS (NO MAPEA)
F75.15|CONJUNTIVITIS TRAUMATICA
F75.2|CONTUSION OCULAR
F75.4|HEMORRA., SANGR. NC SUBCONJUNTIVAL
F75.6|MORADO, OJO (TRAUMAT.)
F75.7|CONTUSION OCULAR, OJO (EXC. ULCERA CORNEAL F85)
F75.11|DERRAME OCULAR 
F75.13|TRAUMATISMO OCULAR
F75.1|ABRASION OJO
F76.1|EXTRAÑO, CUERPO OJO
F76.0|CUERPO EXTRAÑO EN EL OJO (NO MAPEA)
F79.3|PARCHE OJO (LESION)
F79.5|QUERATITIS POR AGENTES EXTERNOS
F79.8|OTRA LESION OCULAR, OJO - DERECHO/A 
F79.9|EROSIO CORNIAL TRAUMATICA
F79.11|EROSION CORNEAL
F79.12|CONJUNTIVITIS ACTINICA
F79.14|LESION SUPERFICIAL DE CORNEA
F79.1|ARAÑAZO OJO
F80.5|BLOQUEO, TAPONAMIENTO CONDUCTO LAGRIMAL - DERECHO/A 
F80.4|CONGENITA, ANOM. CONDUCTO LAGRIMAL
F80.2|BLOQUEO, TAPONAMIENTO CONDUCTO LAGRIMAL
F81.0|OTR ANOMALIAS OCULARES CONGEN (NO MAPEA)
F81.2|CATARATA CONGENITA
F82.0|DESPRENDIMIENTO DE RETINA (NO MAPEA)
F82.1|DESPRENDIM. DE RETINA
F83.0|RETINOPATIA (NO MAPEA)
F83.4|RETINOPATIA DIABETICA NO PROLIFERATIVA
F83.1|RETINOPATIA DIABETICA
F84.3|DEGENERACION MACULAR OD
F84.1|DEGENERACION MACULAR
F84.0|DEGENARACION DE LA MACULA (NO MAPEA)
F85.6|ULCERA CORNEAL - AMBOS/AS 
F85.0|ULCERA CORNEAL (NO MAPEA)
F85.3|ULCERA, ULCERACION DENDRITICA
F85.2|ULCERA, ULCERACION CORNEAL
F85.1|CORNEAL ULCERAS
F86.1|TRACOMA
F86.0|TRACOMA (NO MAPEA)
F91.1|ALTERACION REFRACCION
F91.3|HIPERMETROPIA
F91.4|MIOPIA
F91.0|ALTERACIONES DE LA REFRACCION (NO MAPEA)
F91.5|PRESBICIA
F91.7|HIPERMETROPIA Y ASTIGMATISMO
F91.8|MIOPIA + ASTIGMATISMO
F91.9|CIRUGIA MIOPIA 
F92.2|CATARATA SENIL
F92.1|CATARATA
F92.10|CATARATA SENIL CIRUGIA 
F92.11|CATARATA TRAUMATICA 
F92.8|CATARATA CIRUGIA 
F93.0|GLAUCOMA (NO MAPEA)
F93.5|GLAUCOMA CRONICO SIMPLE
F93.4|GLAUCOMA (EXC. CONGENITO F81)
F93.3|GLAUCOMA SOSPECHADO/ HIPERTENSION OCULAR / PREGLAUCOMA
F93.1|GLAUCOMA
F93.2|HIPERTENSION OCULAR
F94.0|CEGUERA/RED AGUDEZA VISUAL (NO MAPEA)
F94.2|CEGUERA
F94.9|CEGUERA/REDUCCION DE LA AGUDEZA VISUAL
D98.10|BARRO BILIAR 
D98.11|COLICO BILIAR
D98.1|ABSCESO VESICULA BILIAR
D98.9|COLECISTITIS AGUDA
D99.1|ADHERENCIAS ABDOMINALES
D99.35|INTOLERANCIA A LA LACTOSA
D99.4|COLOSTOMIA, MALA FUNCION DE LA
D99.5|ENFERMEDAD APARATO DIGESTIVO NC
D99.6|ENFERMEDAD APENDICE NC
D99.7|ENFERMEDAD PANCREAS NC
D99.9|ILEO PARALITICO NC
D99.10|INTESTINAL OBSTRUCCION
D99.13|MESENTERICA INSUFICIENC. VASCULAR
D99.14|MESENTERICA TROMBOSIS
D99.15|OBSTRUCCION ABDOMINAL
D99.16|PANCREATITIS
D99.17|PARALISIS INTESTINAL
D99.18|PERITONITIS
D99.20|SINDROME DUMPING, DE
D99.22|VOLVULO
D99.23|INTOLERANCIA ALIMENTARIA
D99.27|PANCREATITIS AGUDA
D99.28|PANCREATITIS CRONICA
D99.31|COLOSTOMIA
D99.33|PROCTITIS ULCEROSA
D99.34|OTRAS GASTROENTERITIS Y COLITIS NO INFECCIOSAS
F01.1|DOLOR OJO NC
F02.1|OJO ROJO
F02.0|OJO ROJO (NO MAPEA)
F03.0|SECRECION OCULAR (NO MAPEA)
F03.3|SECRECION OCULAR
F04.3|FOSFENOS
F04.4|PUNTOS FLOTANTES/MANCHAS/MOSCAS VOLANTES
F05.9|VISION NUBOSA
F05.11|VISTA CANSADA
F05.0|OTROS SIG/SIN VISUALES (NO MAPEA)
F13.1|ANORMAL SENSACION(ES) NC OJO
F13.0|SENSACIONES ANORMALES OJOS (NO MAPEA)
F13.4|QUEMAZON OJO
F13.5|SECO, SEQUEDAD OJOS
F14.4|TIC OCULAR
F14.3|PARPADEO
F14.2|NISTAGMO
F14.0|MOVIMIENTOS ANORMALES OJOS (NO MAPEA)
F15.3|OJERAS
F15.1|ANORMAL ASPECTO DEL OJO(S)
D19.14|TRASTORNO DEL DESARROLLO Y ERUPCION DE LOS DIENTES
D19.18|DETERIORO DE LA DENTICION
D19.23|TRAUMATISMO DENTAL 
D19.24|OBTURACION DENTAL
D20.4|ANORMAL GUSTO NO NEUROLOGICA
D20.5|BABEAR
D20.6|BOCA SIGNOS Y SINTO. DE LA
D20.7|DOLOR BOCA NC
D20.8|DOLOR LABIO NC
D20.9|DOLOR LENGUA NC
D20.10|GRIETA LABIOS
D20.12|HEMORRA., SANGR. NC BOCA
D20.13|HEMORRA., SANGR. NC LABIOS
D20.19|LENGUA DEGLUCION DE
D20.21|LENGUA ROJA
D20.23|SABURRAL, LENGUA
D01.7|ABDOMEN DOLOR GENERALIZADO
D01.5|ABDOMEN DOLOR
D01.4|ABDOMEN DISCONFORT
D01.22|LACTANT, COLIC
D01.20|ABDOMEN DOLOR MUSCULAR
D01.0|DOLOR ABDOMINAL GEN/RETORTIJONES (NO MAPEA)
D01.24|REFLEX GASTRO-COLIC DEL LACTANT
D01.16|ESPASMES INTESTINALS
D01.14|DOLOR INTESTINAL NC
D01.12|COLICO DIGESTIVO
D01.10|ABDOMINAL AGUDO DOLOR GENERALIZADO
D80.1|LESION APARATO DIGESTIVO NC
D80.2|RUPTURA HIGADO (TRAUMATICA)
D81.10|HERNIA HIATUS CONGENITA
D81.6|LABIO LEPORINO
D81.5|HENDIDO, PALAD. O LABIO
D81.2|CONGENITA, ANOM. MEGACOLON
D81.4|FISURA PALATINA
D81.1|CONGENITA, ANOM. APARATO DIGESTIVO
D82.24|ORTODONCIA
D82.29|GINGIVITIS AGUDA
D82.31|DOLOR ARTICULACION TEMPOROMANDIBULAR
D82.32|ATRICION EXCESIVA / DESGASTE OCLUSAL / DESGASTE PROXIMAL
D82.34|PERIODONTITIS APICAL CRONICA / GRANULOMA APICAL
D82.35|ENDODONCIA 
D82.36|PULPITIS / ABSCESO PULPAR / POLIPO PULPAR 
D82.37|CALCULO DENTAL / SARRO 
D82.1|ABSCESO DENTAL
D82.2|ABSCESO GINGIVAL
D82.3|ALTERACION ARTICULACION TEMPOROMANDIBULAR
D76.0|NEOPLASIAS MALIGNAS DE PANCREAS (NO MAPEA)
D77.0|OTR NEO MALIG DIGESTIVO NE (NO MAPEA)
D77.1|NEOPLASIA MALIGNA APARATO DIGESTIVO NC
D77.3|NEOPLASIA MALIGNA INTESTINO DELGADO
D78.0|NEO BENIGNAS/INESP DIGESTIVO (NO MAPEA)
D78.2|NEOPLASIA BENIGNA AP. DIGESTIVO (CU. PARTE)
D78.3|NEOPLASIA BENIGNA DE ESOFAGO
D78.6|POLIPO DE COLON
D78.4|POLIPO COLON (BENIGNO)
D79.1|DEGLUCION CUERPO EXTRAÑO
D79.5|CUERPO EXTRAÐO EN FARINGE
D79.3|LESION APARATO DIGESTIVO CUERPO EXTRAÑO NC
D79.2|EXTRAÑO, CUERPO APARATO DIGESTIVO
D80.0|OTRAS LESIONES APARATO DIGESTIVO (NO MAPEA)
K02.0|OPRESION/PRESION CARDIACA (NO MAPEA)
K02.2|CORAZON PRESION EN EL
K02.3|PRESION, COMPRESION NC CARDIACA
K02.5|PRESION EN EL TORAX
K03.2|DOLOR TORAX CIRCULATORIO NC
K04.8|PULSO, LATIDO LENTO
K04.11|VIGILANCIA LATIDO CARDIACO
K04.13|FREQÜENCIA CARDIACA DISMINUIDA
K04.15|TAQUICARDIA SINUSAL
K04.7|PREOCUPACION. LATIDOS CARDIACOS IRREGULARI. (DE) (DEL)
K04.5|LATIDO CARDIACO RAPIDO
K04.2|LATIDO CARDIACO DISMINUIDO
K04.3|LATIDO CARDIACO INCREMENTADO
K05.8|VIGILANCIA IRREGULARIDADES EN LATIDO CARDIACO
K05.5|LATIDO CARDIACO SALTARIN
K05.2|ANORMAL PULSO
K06.4|NEVUS EN ARAÑA
K06.3|INGURGITACIO VENOSA
K06.0|VENAS INGURGITADAS (NO MAPEA)
K06.2|VENAS DOLOROSAS
K07.6|EDEMA EXTREMIDADES INFERIORES (NO TRAUM)
K07.5|EDEMA EXTREMIDADES INFERIORES
K07.4|EDEMES MAL.LEOLARS
K07.3|TOBILLO EDEMA
K07.1|EDEMA
K07.0|TOBILLOS HINCHADOS/EDEMATOSOS (NO MAPEA)
K07.13|VENDAJE ELASTICO PARA LINFEDEMA
K07.7|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
K07.8|EDEMA FACIAL
K07.10|EDEMA/S PIE/S
K07.12|PIERNA/S HINCHADA/S, RETENCION LIQUIDO
K07.11|EDEMA LABIO
K22.2|FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
K22.5|CARDIOVASCULARES, PREVENCION DE ENFERMEDADES 
K22.4|RIESGO CARDIOVASCULAR ELEVADO (>20)
K24.0|MIEDO A UN INFARTO DE MIOCARDIO (NO MAPEA)
K24.1|MIEDO (DE PADEC.) ATAQUE CARDIACO
K25.1|MIEDO (DE PADEC.) HIPERTENSION
K27.5|MIEDO (DE PADEC.) VENAS VARICOSAS
K27.4|MIEDO (DE PADEC.) ICTUS (APOPLEJIA)
K27.3|MIEDO (DE PADEC.) HEMORROIDES
K28.0|INCAP/MINUSVALIA CARDIOVASCULAR (NO MAPEA)
K29.1|ALTERACION CORAZON, NC
K29.3|CIRCULACION POBRE
K29.0|OTROS SIG/SIN CARDIOVASCULARES (NO MAPEA)
K29.9|SINTOMA, QUEJA, SIGNO CIRCULATORIOS NC
K29.6|DISFUNCION CARDIACA
K29.5|DEBIL, DEBILID. (GRLZDA.) CARDIACA
K31.1|CONTROL PRESION ARTERIAL
K31.3|EXAMEN CARDIACO
K34.1|TEST, PRUEBA, MET. DIAG. DIGITALICOS
K41.3|ULTRASONIDOS VASCULAR
K41.2|ULTRASONIDOS ECOCARDIOGRAFIA
K42.8|ANALITICAS Y ECG
K42.0|TRAZADOS ELECTRICOS (NO MAPEA)
H78.0|LESION SUPERFICIAL DEL OIDO/OREJA (NO MAPEA)
H79.0|OTR LESIONES DEL APARATO AUDITIVO (NO MAPEA)
H79.2|AMPUTACION DE LA OREJA
H80.1|ACCESORIO, PABELLON AURICULAR
H80.4|APENDICE PREAURICULAR
H80.3|DARWIN, TUBERCULO DE
H81.5|CERUMEN IMPACTADO / CERA EN OIDO
H81.0|CERA EXCESIVA CONDUCTO AUDITIVO (NO MAPEA)
H81.6|CERUMEN
H81.4|CERUMEN IMPACTADO
H81.1|CERA EXC. EN EL CONDUC. AUDITIVO EXTERNO
H82.8|VERTIGO OTOGENICO
H82.2|ALTERACION VESTIBULAR
H82.3|ENFERMEDAD MENIERE, DE NC
H82.4|LABERINTITIS
H82.6|VERTIGO AURAL
H82.0|SINDROMES VERTIGINOSOS (NO MAPEA)
H82.10|VERTIGEN POSICIONAL BENIGNE
H82.9|VERTIGEN PERIFERIC
H83.2|ESCLEROSIS DEL TIMPANO (MIRINGOESCLEROSIS)
H83.1|OTOESCLEROSIS
H83.0|OTOSCLEROSIS (NO MAPEA)
H84.1|PRESBIACUSIA
H84.2|PRESBIACUSIA SENIL
H85.3|TRAUMA ACUSTICO (OIDO) CRONICO
H85.0|TRAUMA ACUSTICO (NO MAPEA)
H86.7|SORDERA (COMPLETA/PARCIAL)
H86.8|SORDOMUDEZ
H86.9|HIPOACUSIA CRONICA
H86.10|HIPOACUSIA AGUDA
H86.11|HIPOACUSIA CONGENITA
H86.12|HIPOACUSIA PERCEPTIVA BILATERAL
H86.13|HIPOACUSIA / SORDENA TRANSMISION NC
H86.1|AUDICION, PERDIDA (SUBITA) DE
H86.2|PERDIDA OIDO
H86.3|PROBLEMA OIDO SORDERA NC
H86.4|SORDERA (COMPL./PARC.) DE CONDUCCION
H86.0|SORDERA (NO MAPEA)
H86.5|SORDERA (COMPL./PARC.) DE TRANSMISION
H86.19|SORDERA UNILATERAL
H86.18|PERDIDA DEL OIDO NEOM / HIPOACUSIA NC
H86.14|HIPOACUSIA / SORDERA PERCEPCION NC
H99.2|ENFERMEDAD OIDO NC
K01.3|PRECORDIALGIA NC
K01.4|DOLOR TORAX ATIPICO
K89.5|VERTEBROBASILAR, INSUF.
K89.6|ESPASMO ARTERIAS CEREBRALES (ISQUEMIA TRANSITOR.)
K90.0|ACV/ICTUS/APOPLEJIA (NO MAPEA)
K90.27|HEMORRA., SANGR. NC SUBDURAL POR LESION/TRAUMAT.
K90.2|CONVULSIONES POR APOLEJIA
K90.3|EMBOLISMO (ARTERIAL) CEREBRAL (ICTUS)
K90.7|HEMORRA., SANGR. NC MENINGEA
K90.9|HEMORRA., SANGR. NC SUBDURAL
K90.10|INFARTO CEREBRAL
K90.12|RUPTURA INTRACRANEAL (VASO)
K90.15|AVC HEMORRAGIC
K90.16|AVC ISQUEMIC
K90.19|ACCIDENTE CEREBROVASCULAR/ICTUS/ACV  (EXC. AIT)
K90.20|INFARTO CEREBRAL LACUNAR
